考点,province_exam,language_file,registered,present,absent,avg_score,passed,absent_rate,pass_rate_by_present
苏州市吴江区实验初级中学,江苏省,C++,1494,1435,59,58.25134589502019,751,0.039491298527443104,0.5233449477351917
苏州市吴江区实验初级中学,江苏省,Python,69,66,3,55.544117647058826,30,0.043478260869565216,0.45454545454545453
苏州市吴江区实验初级中学,江苏省,Scratch,95,92,3,57.92631578947368,50,0.031578947368421054,0.5434782608695652
苏州市吴江区盛泽二中学,江苏省,C++,464,447,17,62.49891540130152,264,0.036637931034482756,0.5906040268456376
苏州市吴江区盛泽二中学,江苏省,Python,4,4,0,48.75,1,0.0,0.25
苏州市吴江区盛泽二中学,江苏省,Scratch,51,48,3,55.509803921568626,28,0.058823529411764705,0.5833333333333334
苏州市梓义实验小学校,上海市,C++,2,2,0,53.0,1,0.0,0.5
苏州市梓义实验小学校,江苏省,C++,439,403,36,61.5735632183908,254,0.08200455580865604,0.630272952853598
苏州市梓义实验小学校,江苏省,Python,23,22,1,60.91304347826087,12,0.043478260869565216,0.5454545454545454
苏州市梓义实验小学校,江苏省,Scratch,21,19,2,50.523809523809526,9,0.09523809523809523,0.47368421052631576
苏州科技城外国语学校,上海市,C++,6,6,0,70.41666666666667,5,0.0,0.8333333333333334
苏州科技城外国语学校,江苏省,C++,495,466,29,61.40182186234818,273,0.05858585858585859,0.5858369098712446
苏州科技城外国语学校,江苏省,Python,95,93,2,50.97894736842105,34,0.021052631578947368,0.3655913978494624
苏州科技城外国语学校,江苏省,Scratch,49,43,6,48.89795918367347,22,0.12244897959183673,0.5116279069767442
苏州科技大学电子与信息工程学院,上海市,C++,2,2,0,91.0,2,0.0,1.0
苏州科技大学电子与信息工程学院,江苏省,C++,269,255,14,61.3984962406015,154,0.05204460966542751,0.6039215686274509
苏州科技大学电子与信息工程学院,江苏省,Python,16,14,2,52.71875,6,0.125,0.42857142857142855
苏州科技大学电子与信息工程学院,江苏省,Scratch,11,10,1,59.2,3,0.09090909090909091,0.3
苏州高新区实验初级中学,江苏省,C++,434,409,25,57.27777777777778,230,0.0576036866359447,0.5623471882640587
苏州高新区实验初级中学,江苏省,Python,31,29,2,55.189655172413794,12,0.06451612903225806,0.41379310344827586
苏州高新区实验初级中学,江苏省,Scratch,16,14,2,50.8125,5,0.125,0.35714285714285715
莆田第一中学,福建省,C++,131,124,7,63.78174603174603,73,0.05343511450381679,0.5887096774193549
莆田第一中学,福建省,Scratch,15,13,2,46.142857142857146,2,0.13333333333333333,0.15384615384615385
蒙自市第一高级中学,云南省,C++,126,120,6,56.8531746031746,61,0.047619047619047616,0.5083333333333333
蒙自市第一高级中学,云南省,Python,15,15,0,44.03333333333333,5,0.0,0.3333333333333333
蒙自市第一高级中学,云南省,Scratch,17,17,0,58.88235294117647,8,0.0,0.47058823529411764
衡阳市珠晖区英发学校,湖南省,C++,111,106,5,66.95,68,0.04504504504504504,0.6415094339622641
衡阳市珠晖区英发学校,湖南省,Python,20,19,1,47.575,6,0.05,0.3157894736842105
衡阳市珠晖区英发学校,湖南省,Scratch,7,7,0,62.57142857142857,4,0.0,0.5714285714285714
衢州市白云学校,浙江省,C++,81,80,1,62.166666666666664,47,0.012345679012345678,0.5875
衢州市白云学校,浙江省,Python,6,5,1,41.416666666666664,2,0.16666666666666666,0.4
衢州市白云学校,浙江省,Scratch,39,38,1,64.5,22,0.02564102564102564,0.5789473684210527
西北农林科技大学（杨凌示范区西农考点）,陕西省,C++,18,16,2,56.30555555555556,11,0.1111111111111111,0.6875
西北农林科技大学（杨凌示范区西农考点）,陕西省,Scratch,10,10,0,62.6,6,0.0,0.6
西华大学,四川省,C++,3460,3312,148,65.2707359813084,2154,0.04277456647398844,0.6503623188405797
西华大学,四川省,Python,157,150,7,43.46496815286624,43,0.044585987261146494,0.2866666666666667
西华大学,四川省,Scratch,482,460,22,57.45322245322245,249,0.04564315352697095,0.5413043478260869
西华大学,安徽省,C++,1,1,0,61.0,1,0.0,1.0
西华大学,重庆市,C++,1,1,0,87.0,1,0.0,1.0
西华师范大学,四川省,C++,132,130,2,66.46923076923076,83,0.015151515151515152,0.6384615384615384
西华师范大学,四川省,Python,1,1,0,47.0,0,0.0,0.0
西华师范大学,四川省,Scratch,48,47,1,74.4375,43,0.020833333333333332,0.9148936170212766
西南大学三亚中学,北京市,C++,1,0,1,,0,1.0,
西南大学三亚中学,海南省,C++,101,97,4,52.077319587628864,40,0.039603960396039604,0.41237113402061853
西南大学三亚中学,海南省,Python,10,10,0,31.4,1,0.0,0.1
西南大学三亚中学,海南省,Scratch,23,21,2,52.17391304347826,11,0.08695652173913043,0.5238095238095238
西南民族大学,四川省,C++,402,394,8,46.13308457711443,116,0.01990049751243781,0.29441624365482233
西南民族大学,四川省,Python,9,9,0,24.72222222222222,0,0.0,0.0
西南民族大学,四川省,Scratch,20,19,1,50.45,7,0.05,0.3684210526315789
西南科技大学,四川省,C++,362,356,6,63.719613259668506,218,0.016574585635359115,0.6123595505617978
西南科技大学,四川省,Python,25,24,1,63.46,15,0.04,0.625
西南科技大学,四川省,Scratch,62,62,0,60.693548387096776,36,0.0,0.5806451612903226
西南科技大学,甘肃省,Python,2,2,0,74.5,2,0.0,1.0
西安交通大学,山西省,C++,2,2,0,24.25,0,0.0,0.0
西安交通大学,甘肃省,C++,7,7,0,64.78571428571429,5,0.0,0.7142857142857143
西安交通大学,陕西省,C++,505,495,10,59.829,269,0.019801980198019802,0.5434343434343434
西安交通大学,陕西省,Python,35,35,0,57.84285714285714,20,0.0,0.5714285714285714
西安交通大学,陕西省,Scratch,26,24,2,53.32,11,0.07692307692307693,0.4583333333333333
西安交通大学,青海省,C++,1,1,0,92.0,1,0.0,1.0
西安交通大学,青海省,Python,1,1,0,16.0,0,0.0,0.0
西安市曲江第一学校,北京市,Scratch,1,1,0,20.0,0,0.0,0.0
西安市曲江第一学校,甘肃省,C++,3,3,0,52.333333333333336,1,0.0,0.3333333333333333
西安市曲江第一学校,陕西省,C++,466,443,23,60.23684210526316,254,0.04935622317596566,0.5733634311512416
西安市曲江第一学校,陕西省,Python,16,16,0,50.6875,6,0.0,0.375
西安市曲江第一学校,陕西省,Scratch,57,52,5,51.232142857142854,23,0.08771929824561403,0.4423076923076923
西安理工大学,内蒙古自治区,C++,1,1,0,32.0,0,0.0,0.0
西安理工大学,宁夏回族自治区,C++,1,1,0,0.0,0,0.0,0.0
西安理工大学,河南省,C++,8,8,0,55.75,3,0.0,0.375
西安理工大学,甘肃省,C++,4,4,0,45.25,2,0.0,0.5
西安理工大学,陕西省,C++,218,209,9,55.75917431192661,103,0.04128440366972477,0.49282296650717705
西安理工大学,陕西省,Python,3,3,0,46.0,1,0.0,0.3333333333333333
西安理工大学,陕西省,Scratch,45,43,2,50.04545454545455,14,0.044444444444444446,0.32558139534883723
西安高新第一中学,陕西省,C++,213,198,15,61.04326923076923,112,0.07042253521126761,0.5656565656565656
西安高新第一中学,陕西省,Python,4,4,0,50.875,1,0.0,0.25
西安高新第一中学,陕西省,Scratch,4,4,0,87.75,4,0.0,1.0
象山县文峰学校,上海市,C++,1,1,0,30.0,0,0.0,0.0
象山县文峰学校,浙江省,C++,203,198,5,45.775862068965516,58,0.024630541871921183,0.29292929292929293
象山县文峰学校,浙江省,Python,14,14,0,31.357142857142858,0,0.0,0.0
象山县文峰学校,浙江省,Scratch,179,174,5,52.960893854748605,69,0.027932960893854747,0.39655172413793105
贵州交通职业技术学院阳关校区,贵州省,C++,175,163,12,50.13428571428572,65,0.06857142857142857,0.3987730061349693
贵州交通职业技术学院阳关校区,贵州省,Python,7,5,2,32.92857142857143,1,0.2857142857142857,0.2
贵州交通职业技术学院阳关校区,贵州省,Scratch,6,6,0,39.333333333333336,1,0.0,0.16666666666666666
贵州大学,贵州省,C++,73,71,2,72.93150684931507,54,0.0273972602739726,0.7605633802816901
贵州大学,贵州省,Python,4,4,0,72.0,3,0.0,0.75
贵州大学,贵州省,Scratch,6,6,0,45.833333333333336,2,0.0,0.3333333333333333
贵州师范学院,贵州省,C++,520,491,29,58.290927021696255,253,0.05576923076923077,0.515274949083503
贵州师范学院,贵州省,Python,5,5,0,30.2,0,0.0,0.0
贵州师范学院,贵州省,Scratch,7,7,0,54.857142857142854,3,0.0,0.42857142857142855
贵阳市实验小学,贵州省,C++,67,66,1,57.417910447761194,35,0.014925373134328358,0.5303030303030303
贵阳市实验小学,贵州省,Python,29,29,0,30.379310344827587,2,0.0,0.06896551724137931
贵阳市实验小学,贵州省,Scratch,11,10,1,50.27272727272727,6,0.09090909090909091,0.6
贵阳市第三中学,贵州省,C++,132,125,7,53.92045454545455,56,0.05303030303030303,0.448
贵阳市第三中学,贵州省,Python,4,4,0,52.5,2,0.0,0.5
贵阳市第三中学,贵州省,Scratch,2,2,0,25.0,0,0.0,0.0
运城市康杰中学,山西省,C++,85,83,2,61.088235294117645,46,0.023529411764705882,0.5542168674698795
运城市康杰中学,山西省,Python,31,30,1,55.24193548387097,15,0.03225806451612903,0.5
运城市康杰中学,山西省,Scratch,62,61,1,68.74193548387096,47,0.016129032258064516,0.7704918032786885
通化师范学院,吉林省,C++,116,116,0,61.4698275862069,63,0.0,0.5431034482758621
通化师范学院,吉林省,Python,2,2,0,37.5,0,0.0,0.0
通化师范学院,吉林省,Scratch,6,6,0,53.5,3,0.0,0.5
通山县迎宾路小学,湖北省,Scratch,71,70,1,46.83098591549296,26,0.014084507042253521,0.37142857142857144
通辽市科尔沁区铁路第一小学,内蒙古自治区,C++,17,17,0,74.29411764705883,15,0.0,0.8823529411764706
邢台市第二十五中学,山东省,C++,2,2,0,60.25,1,0.0,0.5
邢台市第二十五中学,河北省,C++,151,150,1,64.6523178807947,86,0.006622516556291391,0.5733333333333334
邢台市第二十五中学,河北省,Python,12,12,0,46.291666666666664,5,0.0,0.4166666666666667
邢台市第二十五中学,河北省,Scratch,24,23,1,76.08333333333333,22,0.041666666666666664,0.9565217391304348
邯郸市邯山区南关小学,河北省,C++,49,46,3,62.93877551020408,31,0.061224489795918366,0.6739130434782609
邯郸市邯山区南关小学,河北省,Python,4,4,0,58.0,2,0.0,0.5
邯郸市邯山区南关小学,河北省,Scratch,1,1,0,42.0,0,0.0,0.0
邻水正大实验学校,四川省,C++,46,42,4,48.75,17,0.08695652173913043,0.40476190476190477
邻水正大实验学校,四川省,Python,8,8,0,24.6875,0,0.0,0.0
邻水正大实验学校,四川省,Scratch,47,47,0,66.06382978723404,33,0.0,0.7021276595744681
郑州中学,河南省,C++,73,73,0,61.636986301369866,40,0.0,0.547945205479452
郑州中学,河南省,Python,11,11,0,51.90909090909091,3,0.0,0.2727272727272727
郑州中学,河南省,Scratch,16,16,0,68.1875,11,0.0,0.6875
郑州市第五十七中学,内蒙古自治区,C++,1,1,0,26.0,0,0.0,0.0
郑州市第五十七中学,山西省,C++,10,10,0,79.85,9,0.0,0.9
郑州市第五十七中学,河南省,C++,274,267,7,64.54945054945055,170,0.025547445255474453,0.6367041198501873
郑州市第五十七中学,河南省,Python,14,14,0,59.17857142857143,6,0.0,0.42857142857142855
郑州市第五十七中学,河南省,Scratch,39,39,0,56.46153846153846,22,0.0,0.5641025641025641
郑州市第八中学,山西省,C++,6,6,0,63.833333333333336,5,0.0,0.8333333333333334
郑州市第八中学,河南省,C++,189,180,9,64.53457446808511,115,0.047619047619047616,0.6388888888888888
郑州市第八中学,河南省,Python,6,6,0,30.666666666666668,0,0.0,0.0
郑州市第八中学,河南省,Scratch,39,39,0,59.666666666666664,20,0.0,0.5128205128205128
郑州市第十一中学,河南省,C++,154,150,4,63.046052631578945,88,0.025974025974025976,0.5866666666666667
郑州市第十一中学,河南省,Python,17,17,0,46.73529411764706,6,0.0,0.35294117647058826
郑州市第十一中学,河南省,Scratch,47,43,4,61.44444444444444,28,0.0851063829787234,0.6511627906976745
郑州市第四高级中学,山西省,C++,10,10,0,83.55,9,0.0,0.9
郑州市第四高级中学,山西省,Python,2,2,0,60.75,1,0.0,0.5
郑州市第四高级中学,山西省,Scratch,1,1,0,54.0,0,0.0,0.0
郑州市第四高级中学,河南省,C++,389,379,10,62.67054263565891,226,0.02570694087403599,0.5963060686015831
郑州市第四高级中学,河南省,Python,34,33,1,52.51470588235294,10,0.029411764705882353,0.30303030303030304
郑州市第四高级中学,河南省,Scratch,125,123,2,65.976,88,0.016,0.7154471544715447
郑州经济技术开发区实验中学,河南省,C++,346,338,8,64.21159420289855,196,0.023121387283236993,0.5798816568047337
郑州经济技术开发区实验中学,河南省,Python,21,21,0,52.26190476190476,6,0.0,0.2857142857142857
郑州经济技术开发区实验中学,河南省,Scratch,68,67,1,65.97058823529412,43,0.014705882352941176,0.6417910447761194
郑州轻工业大学,河南省,C++,19,19,0,57.5,11,0.0,0.5789473684210527
郑州轻工业大学,河南省,Scratch,7,7,0,81.85714285714286,7,0.0,1.0
鄂尔多斯市东胜区万佳小学,内蒙古自治区,C++,65,62,3,43.41538461538462,23,0.046153846153846156,0.3709677419354839
鄂尔多斯市东胜区万佳小学,内蒙古自治区,Python,15,15,0,41.666666666666664,2,0.0,0.13333333333333333
鄂尔多斯市东胜区万佳小学,内蒙古自治区,Scratch,9,8,1,61.44444444444444,5,0.1111111111111111,0.625
鄂尔多斯市东胜区万佳小学,陕西省,Python,2,2,0,35.25,0,0.0,0.0
鄂尔多斯市东胜区万佳小学,陕西省,Scratch,8,8,0,78.125,7,0.0,0.875
重庆八中宏帆中学,重庆市,C++,175,170,5,58.70882352941177,88,0.02857142857142857,0.5176470588235295
重庆八中宏帆中学,重庆市,Python,3,2,1,35.75,0,0.3333333333333333,0.0
重庆八中宏帆中学,重庆市,Scratch,21,20,1,66.14285714285714,16,0.047619047619047616,0.8
重庆南城巴川学校,四川省,C++,1,1,0,78.0,1,0.0,1.0
重庆南城巴川学校,重庆市,C++,243,235,8,59.23868312757202,129,0.03292181069958848,0.548936170212766
重庆南城巴川学校,重庆市,Python,5,5,0,31.7,0,0.0,0.0
重庆南城巴川学校,重庆市,Scratch,92,91,1,62.26086956521739,60,0.010869565217391304,0.6593406593406593
重庆大学计算机学院,四川省,C++,1,1,0,49.5,0,0.0,0.0
重庆大学计算机学院,重庆市,C++,418,410,8,56.88822115384615,197,0.019138755980861243,0.48048780487804876
重庆大学计算机学院,重庆市,Python,12,12,0,52.416666666666664,6,0.0,0.5
重庆大学计算机学院,重庆市,Scratch,47,46,1,63.108695652173914,30,0.02127659574468085,0.6521739130434783
重庆市大学城第一中学校,四川省,C++,5,5,0,80.9,4,0.0,0.8
重庆市大学城第一中学校,四川省,Scratch,2,2,0,71.0,1,0.0,0.5
重庆市大学城第一中学校,贵州省,C++,2,2,0,57.0,1,0.0,0.5
重庆市大学城第一中学校,重庆市,C++,995,966,29,62.963562753036435,573,0.02914572864321608,0.593167701863354
重庆市大学城第一中学校,重庆市,Python,16,14,2,41.86666666666667,2,0.125,0.14285714285714285
重庆市大学城第一中学校,重庆市,Scratch,219,217,2,58.788990825688074,112,0.0091324200913242,0.5161290322580645
重庆市礼嘉中学,四川省,C++,1,1,0,26.5,0,0.0,0.0
重庆市礼嘉中学,渝北区,Scratch,1,1,0,18.0,0,0.0,0.0
重庆市礼嘉中学,贵州省,C++,2,2,0,69.5,1,0.0,0.5
重庆市礼嘉中学,重庆市,C++,653,631,22,64.10481366459628,385,0.033690658499234305,0.6101426307448494
重庆市礼嘉中学,重庆市,Python,11,11,0,39.18181818181818,2,0.0,0.18181818181818182
重庆市礼嘉中学,重庆市,Scratch,161,152,9,58.08074534161491,88,0.055900621118012424,0.5789473684210527
重庆市第三十七中学校,贵州省,C++,1,1,0,16.0,0,0.0,0.0
重庆市第三十七中学校,重庆市,C++,148,148,0,61.23986486486486,85,0.0,0.5743243243243243
重庆市第三十七中学校,重庆市,Python,9,9,0,42.111111111111114,2,0.0,0.2222222222222222
重庆市第三十七中学校,重庆市,Scratch,15,15,0,70.93333333333334,11,0.0,0.7333333333333333
重庆市第二十九中学,四川省,C++,5,5,0,57.2,2,0.0,0.4
重庆市第二十九中学,四川省,Python,1,1,0,67.0,1,0.0,1.0
重庆市第二十九中学,四川省,Scratch,1,1,0,14.0,0,0.0,0.0
重庆市第二十九中学,贵州省,C++,1,1,0,96.0,1,0.0,1.0
重庆市第二十九中学,重庆市,C++,475,466,9,65.81063829787234,297,0.018947368421052633,0.6373390557939914
重庆市第二十九中学,重庆市,Python,19,19,0,44.86842105263158,4,0.0,0.21052631578947367
重庆市第二十九中学,重庆市,Scratch,74,72,2,67.10810810810811,54,0.02702702702702703,0.75
重庆市第十一中学校,四川省,C++,4,4,0,67.25,2,0.0,0.5
重庆市第十一中学校,重庆市,C++,758,753,5,57.92098273572377,371,0.006596306068601583,0.49269588313413015
重庆市第十一中学校,重庆市,Python,26,26,0,50.65384615384615,11,0.0,0.4230769230769231
重庆市第十一中学校,重庆市,Scratch,243,240,3,59.78600823045267,135,0.012345679012345678,0.5625
重庆市金州小学,重庆市,C++,417,405,12,60.169064748201436,225,0.02877697841726619,0.5555555555555556
重庆市金州小学,重庆市,Python,18,18,0,37.083333333333336,3,0.0,0.16666666666666666
重庆市金州小学,重庆市,Scratch,99,96,3,52.92929292929293,41,0.030303030303030304,0.4270833333333333
重庆市鲁能巴蜀中学校,北京市,C++,1,1,0,49.0,0,0.0,0.0
重庆市鲁能巴蜀中学校,重庆市,C++,177,173,4,57.14488636363637,82,0.022598870056497175,0.47398843930635837
重庆市鲁能巴蜀中学校,重庆市,Python,2,2,0,58.0,1,0.0,0.5
重庆市鲁能巴蜀中学校,重庆市,Scratch,35,34,1,69.58823529411765,26,0.02857142857142857,0.7647058823529411
重庆电子工程职业学院,四川省,C++,1,1,0,92.0,1,0.0,1.0
重庆电子工程职业学院,四川省,Scratch,1,1,0,90.0,1,0.0,1.0
重庆电子工程职业学院,重庆市,C++,23,23,0,62.26086956521739,15,0.0,0.6521739130434783
重庆电子工程职业学院,重庆市,Python,2,2,0,31.75,0,0.0,0.0
重庆电子工程职业学院,重庆市,Scratch,75,72,3,54.0,34,0.04,0.4722222222222222
重庆育才中学校,上海市,C++,1,1,0,62.5,1,0.0,1.0
重庆育才中学校,四川省,C++,1,1,0,34.5,0,0.0,0.0
重庆育才中学校,重庆市,C++,669,654,15,63.85457271364318,401,0.02242152466367713,0.6131498470948012
重庆育才中学校,重庆市,Python,17,17,0,54.911764705882355,8,0.0,0.47058823529411764
重庆育才中学校,重庆市,Scratch,63,60,3,54.74603174603175,31,0.047619047619047616,0.5166666666666667
重庆育才中学校,陕西省,C++,1,1,0,74.0,1,0.0,1.0
铜陵市新苑小学,安徽省,C++,22,21,1,63.43181818181818,14,0.045454545454545456,0.6666666666666666
铜陵市新苑小学,安徽省,Scratch,11,11,0,78.72727272727273,9,0.0,0.8181818181818182
镇江大港中学,江苏省,C++,186,176,10,64.61878453038673,116,0.053763440860215055,0.6590909090909091
镇江大港中学,江苏省,Python,40,39,1,47.925,14,0.025,0.358974358974359
镇江大港中学,江苏省,Scratch,67,65,2,57.646153846153844,29,0.029850746268656716,0.4461538461538462
长春理工大学（旧）,吉林省,C++,120,113,7,59.1875,63,0.058333333333333334,0.5575221238938053
长春理工大学（旧）,吉林省,Python,6,5,1,29.083333333333332,0,0.16666666666666666,0.0
长春理工大学（旧）,吉林省,Scratch,74,71,3,64.14864864864865,46,0.04054054054054054,0.647887323943662
长治市第十中学校,山西省,C++,46,46,0,70.6413043478261,33,0.0,0.717391304347826
阜阳市红旗中学,安徽省,C++,41,38,3,58.825,20,0.07317073170731707,0.5263157894736842
阜阳市红旗中学,安徽省,Python,1,1,0,37.0,0,0.0,0.0
阜阳市红旗中学,安徽省,Scratch,2,2,0,64.0,1,0.0,0.5
陕西省榆林市横山区第七小学,陕西省,C++,23,23,0,40.76086956521739,4,0.0,0.17391304347826086
陕西省榆林市横山区第七小学,陕西省,Scratch,6,6,0,96.33333333333333,6,0.0,1.0
陕西省西咸新区秦汉中学,上海市,C++,1,1,0,41.5,0,0.0,0.0
陕西省西咸新区秦汉中学,甘肃省,C++,1,1,0,78.0,1,0.0,1.0
陕西省西咸新区秦汉中学,陕西省,C++,102,95,7,55.415841584158414,47,0.06862745098039216,0.49473684210526314
陕西省西咸新区秦汉中学,陕西省,Scratch,7,7,0,43.857142857142854,0,0.0,0.0
雄安新区安新中学,河北省,C++,7,7,0,76.0,6,0.0,0.8571428571428571
雄安新区安新中学,河北省,Python,11,11,0,40.09090909090909,3,0.0,0.2727272727272727
雄安新区安新中学,河北省,Scratch,23,23,0,64.6086956521739,16,0.0,0.6956521739130435
雅安市雨城区第八初级中学（雅安市田家炳中学初中部）,四川省,C++,13,12,1,54.333333333333336,5,0.07692307692307693,0.4166666666666667
雅安市雨城区第八初级中学（雅安市田家炳中学初中部）,四川省,Python,3,3,0,40.666666666666664,0,0.0,0.0
雅安市雨城区第八初级中学（雅安市田家炳中学初中部）,四川省,Scratch,110,109,1,65.37272727272727,66,0.00909090909090909,0.6055045871559633
青岛大学,山东省,C++,1031,1002,29,67.18341463414635,667,0.028128031037827354,0.6656686626746507
青岛大学,山东省,Python,99,95,4,65.96315789473684,59,0.04040404040404041,0.6210526315789474
青岛大学,山东省,Scratch,71,70,1,64.83098591549296,41,0.014084507042253521,0.5857142857142857
青岛市城阳区实验中学,山东省,C++,80,69,11,40.91875,18,0.1375,0.2608695652173913
青岛市城阳区实验中学,山东省,Scratch,10,10,0,70.3,8,0.0,0.8
青岛胶南小学,山东省,C++,221,216,5,67.17808219178082,144,0.02262443438914027,0.6666666666666666
青岛胶南小学,山东省,Python,9,9,0,51.05555555555556,3,0.0,0.3333333333333333
青岛胶南小学,山东省,Scratch,62,61,1,51.645161290322584,22,0.016129032258064516,0.36065573770491804
青岛西海岸新区第一高级中学,山东省,C++,193,188,5,68.53191489361703,133,0.025906735751295335,0.7074468085106383
青岛西海岸新区第一高级中学,山东省,Python,12,12,0,51.75,4,0.0,0.3333333333333333
青岛西海岸新区第一高级中学,山东省,Scratch,8,8,0,61.25,4,0.0,0.5
鞍山市新世纪实验学校,辽宁省,C++,177,171,6,55.36206896551724,75,0.03389830508474576,0.43859649122807015
鞍山市新世纪实验学校,辽宁省,Python,1,1,0,32.0,0,0.0,0.0
鞍山市新世纪实验学校,辽宁省,Scratch,12,12,0,65.08333333333333,8,0.0,0.6666666666666666
韶关市浈江区碧桂园外国语学校,广东省,C++,81,79,2,66.93037974683544,50,0.024691358024691357,0.6329113924050633
韶关市浈江区碧桂园外国语学校,广东省,Python,3,2,1,35.833333333333336,1,0.3333333333333333,0.5
韶关市浈江区碧桂园外国语学校,广东省,Scratch,19,18,1,61.8421052631579,10,0.05263157894736842,0.5555555555555556
韶关市浈江区碧桂园外国语学校,江西省,C++,1,1,0,65.5,1,0.0,1.0
首都医科大学花乡校区,内蒙古自治区,C++,1,1,0,24.0,0,0.0,0.0
首都医科大学花乡校区,内蒙古自治区,Scratch,3,3,0,20.0,0,0.0,0.0
首都医科大学花乡校区,北京市,C++,786,786,0,53.76908396946565,340,0.0,0.43256997455470736
首都医科大学花乡校区,北京市,Python,21,21,0,40.023809523809526,5,0.0,0.23809523809523808
首都医科大学花乡校区,北京市,Scratch,77,71,6,53.5974025974026,39,0.07792207792207792,0.5492957746478874
首都医科大学花乡校区,天津市,C++,4,4,0,51.0,2,0.0,0.5
首都医科大学花乡校区,河北省,C++,5,5,0,40.6,1,0.0,0.2
首都医科大学花乡校区,河北省,Scratch,1,1,0,33.0,0,0.0,0.0
首都师范大学信息工程学院,内蒙古自治区,Python,1,1,0,20.0,0,0.0,0.0
首都师范大学信息工程学院,北京市,C++,1700,1573,127,63.30286410725168,960,0.07470588235294118,0.6102987921169739
首都师范大学信息工程学院,北京市,Python,16,14,2,35.06666666666667,2,0.125,0.14285714285714285
首都师范大学信息工程学院,北京市,Scratch,158,152,6,57.14556962025316,83,0.0379746835443038,0.5460526315789473
首都师范大学信息工程学院,天津市,C++,2,2,0,50.0,1,0.0,0.5
首都师范大学信息工程学院,河北省,C++,4,4,0,67.75,2,0.0,0.5
首都师范大学信息工程学院,河北省,Scratch,6,6,0,42.0,0,0.0,0.0
首都师范大学附属花园小学,内蒙古自治区,C++,2,2,0,71.25,1,0.0,0.5
首都师范大学附属花园小学,北京市,C++,786,747,39,63.8468992248062,463,0.04961832061068702,0.6198125836680054
首都师范大学附属花园小学,北京市,Python,30,30,0,45.38333333333333,10,0.0,0.3333333333333333
首都师范大学附属花园小学,北京市,Scratch,53,49,4,51.283018867924525,23,0.07547169811320754,0.46938775510204084
首都师范大学附属花园小学,河北省,C++,2,2,0,29.25,0,0.0,0.0
首都师范大学附属花园小学,河北省,Scratch,5,5,0,46.2,3,0.0,0.6
首都师范大学附属花园小学,湖北省,Scratch,1,1,0,53.0,0,0.0,0.0
香港中文大学（深圳）,安徽省,C++,1,1,0,82.0,1,0.0,1.0
香港中文大学（深圳）,广东省,C++,411,392,19,66.99874686716792,261,0.046228710462287104,0.6658163265306123
香港中文大学（深圳）,广东省,Python,48,47,1,53.58510638297872,22,0.020833333333333332,0.46808510638297873
香港中文大学（深圳）,广东省,Scratch,77,73,4,69.0909090909091,56,0.05194805194805195,0.7671232876712328
香港中文大学（深圳）,江西省,C++,1,1,0,86.0,1,0.0,1.0
香港中文大学（深圳）,河北省,C++,1,1,0,16.0,0,0.0,0.0
香港中文大学（深圳）,香港特别行政区,C++,6,6,0,54.416666666666664,2,0.0,0.3333333333333333
香港中文大学（深圳）,香港特别行政区,Python,1,1,0,82.0,1,0.0,1.0
马鞍山市第二中学,安徽省,C++,157,154,3,55.68471337579618,69,0.01910828025477707,0.44805194805194803
马鞍山市第二中学,安徽省,Python,2,1,1,24.0,0,0.5,0.0
马鞍山市第二中学,安徽省,Scratch,34,34,0,52.55882352941177,13,0.0,0.38235294117647056
高唐县第一中学,山东省,C++,66,65,1,69.53076923076924,46,0.015151515151515152,0.7076923076923077
高唐县第一中学,山东省,Python,2,2,0,40.25,0,0.0,0.0
黑龙江职业学院（哈尔滨）,内蒙古自治区,C++,2,2,0,31.0,0,0.0,0.0
黑龙江职业学院（哈尔滨）,黑龙江省,C++,534,521,13,64.28831417624521,309,0.024344569288389514,0.5930902111324377
黑龙江职业学院（哈尔滨）,黑龙江省,Python,51,51,0,48.96078431372549,21,0.0,0.4117647058823529
黑龙江职业学院（哈尔滨）,黑龙江省,Scratch,86,84,2,58.78823529411765,39,0.023255813953488372,0.4642857142857143
齐齐哈尔市第二十九中学校,内蒙古自治区,C++,8,8,0,47.1875,3,0.0,0.375
齐齐哈尔市第二十九中学校,内蒙古自治区,Python,1,0,1,0.0,0,1.0,
齐齐哈尔市第二十九中学校,内蒙古自治区,Scratch,2,2,0,48.5,0,0.0,0.0
齐齐哈尔市第二十九中学校,黑龙江省,C++,70,67,3,60.57462686567164,32,0.04285714285714286,0.47761194029850745
齐齐哈尔市第二十九中学校,黑龙江省,Python,22,18,4,46.88636363636363,9,0.18181818181818182,0.5
齐齐哈尔市第二十九中学校,黑龙江省,Scratch,22,22,0,62.59090909090909,12,0.0,0.5454545454545454
龙岩紫金山实验学校,福建省,C++,5,3,2,66.83333333333333,2,0.4,0.6666666666666666
龙岩紫金山实验学校,福建省,Python,6,4,2,41.5,1,0.3333333333333333,0.25
龙岩紫金山实验学校,福建省,Scratch,23,23,0,64.56521739130434,15,0.0,0.6521739130434783
