考点,province_exam,language_file,registered,present,absent,avg_score,passed,absent_rate,pass_rate_by_present
三明市第二中学,福建省,C++,30,30,0,71.55,21,0.0,0.7
三明市第二中学,福建省,Python,1,1,0,32.0,0,0.0,0.0
三明市第二中学,福建省,Scratch,44,44,0,58.38636363636363,26,0.0,0.5909090909090909
三河市汇福实验学校,北京市,C++,14,13,1,52.0,5,0.07142857142857142,0.38461538461538464
三河市汇福实验学校,天津市,C++,1,1,0,57.5,0,0.0,0.0
三河市汇福实验学校,河北省,C++,46,43,3,52.70454545454545,18,0.06521739130434782,0.4186046511627907
三河市汇福实验学校,河北省,Python,1,1,0,61.5,1,0.0,1.0
三河市汇福实验学校,河北省,Scratch,6,6,0,66.83333333333333,5,0.0,0.8333333333333334
三河市燕郊金子塔学校,北京市,C++,13,12,1,59.69230769230769,6,0.07692307692307693,0.5
三河市燕郊金子塔学校,北京市,Scratch,1,1,0,72.0,1,0.0,1.0
三河市燕郊金子塔学校,天津市,C++,1,1,0,42.5,0,0.0,0.0
三河市燕郊金子塔学校,河北省,C++,103,100,3,61.259803921568626,56,0.02912621359223301,0.56
三河市第二实验小学,北京市,C++,3,3,0,49.666666666666664,1,0.0,0.3333333333333333
三河市第二实验小学,天津市,C++,1,1,0,52.5,0,0.0,0.0
三河市第二实验小学,河北省,C++,29,29,0,52.93103448275862,10,0.0,0.3448275862068966
三河市第二实验小学,河北省,Python,1,1,0,84.0,1,0.0,1.0
三河市第二实验小学,河北省,Scratch,1,1,0,57.0,0,0.0,0.0
上海市七宝中学,上海市,C++,279,268,11,57.82437275985663,135,0.03942652329749104,0.503731343283582
上海市七宝中学,上海市,Python,4,4,0,60.875,2,0.0,0.5
上海市七宝中学,上海市,Scratch,22,22,0,65.77272727272727,13,0.0,0.5909090909090909
上海市娄山中学,上海市,C++,348,340,8,66.18950437317784,217,0.022988505747126436,0.638235294117647
上海市娄山中学,上海市,Python,5,5,0,71.1,4,0.0,0.8
上海市娄山中学,上海市,Scratch,6,6,0,52.5,3,0.0,0.5
上海市建平中学,上海市,C++,652,630,22,63.37984496124031,389,0.03374233128834356,0.6174603174603175
上海市建平中学,上海市,Python,11,11,0,58.13636363636363,6,0.0,0.5454545454545454
上海市建平中学,上海市,Scratch,40,39,1,65.15,27,0.025,0.6923076923076923
上海市建平中学,浙江省,C++,1,1,0,0.0,0,0.0,0.0
上海市张江集团中学,上海市,C++,699,655,44,64.25797101449275,430,0.06294706723891273,0.6564885496183206
上海市张江集团中学,上海市,Python,11,10,1,34.95454545454545,1,0.09090909090909091,0.1
上海市张江集团中学,上海市,Scratch,48,46,2,60.979166666666664,28,0.041666666666666664,0.6086956521739131
上海市行知中学,上海市,C++,656,634,22,62.43353941267388,367,0.03353658536585366,0.5788643533123028
上海市行知中学,上海市,Python,38,36,2,58.85526315789474,20,0.05263157894736842,0.5555555555555556
上海市行知中学,上海市,Scratch,71,70,1,64.98591549295774,46,0.014084507042253521,0.6571428571428571
上海市行知中学,江苏省,C++,1,1,0,88.0,1,0.0,1.0
上海市风华初级中学,上海市,C++,614,614,0,61.12459283387622,352,0.0,0.5732899022801303
上海市风华初级中学,上海市,Python,17,17,0,43.05882352941177,5,0.0,0.29411764705882354
上海市风华初级中学,上海市,Scratch,34,31,3,61.42424242424242,18,0.08823529411764706,0.5806451612903226
上海市风华初级中学,江苏省,C++,1,1,0,94.0,1,0.0,1.0
上海师范大学,上海市,C++,146,143,3,63.11188811188811,80,0.02054794520547945,0.5594405594405595
上海师范大学,上海市,Scratch,2,2,0,46.0,0,0.0,0.0
上海师范大学,江苏省,C++,1,1,0,67.5,1,0.0,1.0
上海民办华曜浦东实验学校,上海市,C++,474,452,22,60.362473347547976,257,0.046413502109704644,0.5685840707964602
上海民办华曜浦东实验学校,上海市,Python,18,16,2,55.611111111111114,9,0.1111111111111111,0.5625
上海民办华曜浦东实验学校,上海市,Scratch,33,31,2,64.21212121212122,22,0.06060606060606061,0.7096774193548387
上海民办华曜浦东实验学校,江苏省,C++,1,1,0,43.0,0,0.0,0.0
上海济光职业技术学院（杨浦）,上海市,C++,529,508,21,64.63435700575816,318,0.03969754253308128,0.6259842519685039
上海济光职业技术学院（杨浦）,上海市,Python,27,27,0,56.48148148148148,13,0.0,0.48148148148148145
上海济光职业技术学院（杨浦）,上海市,Scratch,14,14,0,60.642857142857146,8,0.0,0.5714285714285714
上海浦东新区远翔实验学校,上海市,C++,62,61,1,60.057377049180324,31,0.016129032258064516,0.5081967213114754
上海浦东新区远翔实验学校,上海市,Scratch,2,2,0,58.0,1,0.0,0.5
上海理工大学管理学院,上海市,C++,583,559,24,63.069298245614036,340,0.0411663807890223,0.6082289803220036
上海理工大学管理学院,上海市,Python,16,15,1,49.40625,5,0.0625,0.3333333333333333
上海理工大学管理学院,上海市,Scratch,22,21,1,60.27272727272727,15,0.045454545454545456,0.7142857142857143
上海理工大学管理学院,江苏省,C++,1,1,0,32.0,0,0.0,0.0
上海虹桥国际外籍人员子女学校,上海市,C++,437,404,33,59.958920187793424,219,0.07551487414187644,0.5420792079207921
上海虹桥国际外籍人员子女学校,上海市,Python,23,20,3,54.391304347826086,13,0.13043478260869565,0.65
上海虹桥国际外籍人员子女学校,上海市,Scratch,44,39,5,60.107142857142854,24,0.11363636363636363,0.6153846153846154
上海虹桥国际外籍人员子女学校,江苏省,C++,1,1,0,71.5,1,0.0,1.0
东北农业大学,黑龙江省,C++,100,97,3,61.94329896907217,52,0.03,0.5360824742268041
东北农业大学,黑龙江省,Python,1,1,0,92.0,1,0.0,1.0
东北农业大学,黑龙江省,Scratch,16,16,0,62.25,10,0.0,0.625
东北大学秦皇岛分校,天津市,Python,1,1,0,96.0,1,0.0,1.0
东北大学秦皇岛分校,天津市,Scratch,2,2,0,70.5,2,0.0,1.0
东北大学秦皇岛分校,河北省,C++,233,233,0,67.19742489270386,149,0.0,0.6394849785407726
东北大学秦皇岛分校,河北省,Python,14,14,0,62.75,9,0.0,0.6428571428571429
东北大学秦皇岛分校,河北省,Scratch,17,17,0,68.3529411764706,14,0.0,0.8235294117647058
东北大学秦皇岛分校,辽宁省,C++,7,6,1,67.35714285714286,6,0.14285714285714285,1.0
东莞市东莞中学松山湖学校,广东省,C++,998,960,38,60.21912955465587,534,0.03807615230460922,0.55625
东莞市东莞中学松山湖学校,广东省,Python,110,107,3,50.43577981651376,35,0.02727272727272727,0.32710280373831774
东莞市东莞中学松山湖学校,广东省,Scratch,41,40,1,67.575,26,0.024390243902439025,0.65
东莞市东莞中学松山湖学校,香港特别行政区,C++,3,3,0,62.5,2,0.0,0.6666666666666666
东莞职业技术学院,广东省,C++,197,197,0,57.41370558375635,94,0.0,0.47715736040609136
东莞职业技术学院,广东省,Python,3,3,0,8.0,0,0.0,0.0
东莞职业技术学院,广东省,Scratch,11,11,0,65.18181818181819,7,0.0,0.6363636363636364
东营市技师学院,山东省,C++,78,78,0,62.52564102564103,47,0.0,0.6025641025641025
东营市技师学院,山东省,Python,10,10,0,53.1,4,0.0,0.4
东营市技师学院,山东省,Scratch,9,8,1,41.0,2,0.1111111111111111,0.25
中国人民大学（中关村校区）,内蒙古自治区,Scratch,1,1,0,56.0,0,0.0,0.0
中国人民大学（中关村校区）,北京市,C++,1717,1632,85,60.55575117370892,933,0.04950495049504951,0.5716911764705882
中国人民大学（中关村校区）,北京市,Python,28,25,3,39.767857142857146,7,0.10714285714285714,0.28
中国人民大学（中关村校区）,北京市,Scratch,137,128,9,58.93333333333333,80,0.06569343065693431,0.625
中国人民大学（中关村校区）,天津市,C++,3,3,0,53.333333333333336,2,0.0,0.6666666666666666
中国人民大学（中关村校区）,天津市,Python,1,1,0,36.0,0,0.0,0.0
中国人民大学（中关村校区）,山东省,Scratch,1,1,0,57.0,0,0.0,0.0
中国人民大学（中关村校区）,河北省,C++,7,7,0,57.57142857142857,3,0.0,0.42857142857142855
中国人民大学（中关村校区）,河北省,Scratch,1,1,0,20.0,0,0.0,0.0
中国农业大学(北京东校区),北京市,C++,422,415,7,44.96090047393365,109,0.016587677725118485,0.26265060240963856
中国农业大学(北京东校区),北京市,Python,13,12,1,37.0,2,0.07692307692307693,0.16666666666666666
中国农业大学(北京东校区),北京市,Scratch,12,12,0,47.416666666666664,4,0.0,0.3333333333333333
中国农业大学(北京东校区),天津市,C++,11,11,0,46.27272727272727,4,0.0,0.36363636363636365
中国农业大学(北京东校区),宁夏回族自治区,Scratch,1,1,0,37.0,0,0.0,0.0
中国农业大学(北京东校区),山西省,C++,1,1,0,18.0,0,0.0,0.0
中国农业大学(北京东校区),河北省,C++,2,2,0,66.0,1,0.0,0.5
中国地质大学（北京）,内蒙古自治区,C++,1,1,0,92.0,1,0.0,1.0
中国地质大学（北京）,北京市,C++,632,585,47,55.078322784810126,302,0.07436708860759493,0.5162393162393163
中国地质大学（北京）,北京市,Python,17,16,1,47.5,6,0.058823529411764705,0.375
中国地质大学（北京）,北京市,Scratch,47,47,0,54.765957446808514,22,0.0,0.46808510638297873
中国地质大学（北京）,天津市,C++,1,1,0,90.0,1,0.0,1.0
中国地质大学（北京）,河北省,C++,1,1,0,61.0,1,0.0,1.0
中国地质大学（北京）,河北省,Scratch,1,1,0,68.0,1,0.0,1.0
中国地质大学（武汉）,湖北省,C++,432,432,0,61.960648148148145,259,0.0,0.5995370370370371
中国地质大学（武汉）,湖北省,Python,77,77,0,51.16883116883117,32,0.0,0.4155844155844156
中国地质大学（武汉）,湖北省,Scratch,189,184,5,58.72486772486773,104,0.026455026455026454,0.5652173913043478
中国海洋大学（崂山校区）,山东省,C++,785,752,33,59.89331619537275,420,0.04203821656050955,0.5585106382978723
中国海洋大学（崂山校区）,山东省,Python,16,15,1,57.375,8,0.0625,0.5333333333333333
中国海洋大学（崂山校区）,山东省,Scratch,48,44,4,50.8125,16,0.08333333333333333,0.36363636363636365
中国海洋大学（崂山校区）,河南省,C++,1,1,0,28.0,0,0.0,0.0
中国石油大学（北京）,上海市,C++,1,1,0,15.0,0,0.0,0.0
中国石油大学（北京）,内蒙古自治区,C++,1,1,0,84.0,1,0.0,1.0
中国石油大学（北京）,北京市,C++,1505,1478,27,60.19517102615694,811,0.017940199335548173,0.5487144790257105
中国石油大学（北京）,北京市,Python,71,70,1,50.40845070422535,29,0.014084507042253521,0.4142857142857143
中国石油大学（北京）,北京市,Scratch,96,91,5,54.98947368421052,45,0.052083333333333336,0.4945054945054945
中国石油大学（北京）,天津市,C++,4,4,0,76.0,3,0.0,0.75
中国石油大学（北京）,河北省,C++,10,10,0,63.15,5,0.0,0.5
中国石油大学（北京）,河北省,Python,1,1,0,18.0,0,0.0,0.0
中国石油大学（北京）,河北省,Scratch,8,8,0,58.375,3,0.0,0.375
中国石油大学（北京）,黑龙江省,C++,1,1,0,22.0,0,0.0,0.0
中国矿业大学徐海学院,安徽省,C++,1,1,0,30.0,0,0.0,0.0
中国矿业大学徐海学院,江苏省,C++,30,30,0,58.36666666666667,19,0.0,0.6333333333333333
中国矿业大学徐海学院,江苏省,Python,4,4,0,71.875,3,0.0,0.75
中国矿业大学徐海学院,江苏省,Scratch,7,5,2,49.42857142857143,4,0.2857142857142857,0.8
中国计量大学现代科技学院(义乌）,浙江省,C++,617,605,12,67.66775244299674,392,0.019448946515397084,0.6479338842975206
中国计量大学现代科技学院(义乌）,浙江省,Python,12,12,0,53.541666666666664,4,0.0,0.3333333333333333
中国计量大学现代科技学院(义乌）,浙江省,Scratch,109,107,2,66.77777777777777,73,0.01834862385321101,0.6822429906542056
中山市三鑫凯茵学校,广东省,C++,585,571,14,64.9765625,346,0.023931623931623933,0.6059544658493871
中山市三鑫凯茵学校,广东省,Python,35,34,1,46.91428571428571,10,0.02857142857142857,0.29411764705882354
中山市三鑫凯茵学校,广东省,Scratch,37,36,1,60.32432432432432,20,0.02702702702702703,0.5555555555555556
中山市三鑫凯茵学校,澳门特别行政区,C++,1,1,0,55.0,0,0.0,0.0
中山市三鑫凯茵学校,香港特别行政区,Python,1,1,0,82.0,1,0.0,1.0
中山市中山纪念中学,广东省,C++,801,782,19,68.87801778907243,532,0.02372034956304619,0.680306905370844
中山市中山纪念中学,广东省,Python,1,1,0,85.0,1,0.0,1.0
中山市中山纪念中学,广东省,Scratch,20,19,1,64.6,14,0.05,0.7368421052631579
中山市华辰实验中学,广东省,C++,314,307,7,65.73870967741935,185,0.022292993630573247,0.6026058631921825
中山市华辰实验中学,广东省,Python,1,1,0,32.5,0,0.0,0.0
中山市华辰实验中学,广东省,Scratch,21,18,3,64.9047619047619,14,0.14285714285714285,0.7777777777777778
丽水市实验学校,浙江省,C++,123,115,8,68.96311475409836,89,0.06504065040650407,0.7739130434782608
丽水市实验学校,浙江省,Python,9,8,1,56.666666666666664,5,0.1111111111111111,0.625
丽水市实验学校,浙江省,Scratch,19,19,0,62.21052631578947,11,0.0,0.5789473684210527
乐山市五通桥区东辰外国语学校,四川省,C++,118,113,5,54.18376068376068,48,0.0423728813559322,0.4247787610619469
乐山市五通桥区东辰外国语学校,四川省,Python,15,14,1,48.2,4,0.06666666666666667,0.2857142857142857
乐山市五通桥区东辰外国语学校,四川省,Scratch,11,10,1,68.27272727272727,8,0.09090909090909091,0.8
乐山市五通桥区东辰外国语学校,辽宁省,C++,1,1,0,58.5,0,0.0,0.0
九江市浔阳区龙山小学,江西省,C++,101,97,4,60.888888888888886,50,0.039603960396039604,0.5154639175257731
九江市浔阳区龙山小学,江西省,Python,13,13,0,41.07692307692308,2,0.0,0.15384615384615385
九江市浔阳区龙山小学,江西省,Scratch,103,102,1,70.54368932038835,78,0.009708737864077669,0.7647058823529411
九江市浔阳区龙山小学,湖北省,C++,1,1,0,63.0,1,0.0,1.0
佛山市南海区石门中学,广东省,C++,269,256,13,67.32567049808429,171,0.048327137546468404,0.66796875
佛山市南海区石门中学,广东省,Python,9,8,1,29.166666666666668,1,0.1111111111111111,0.125
佛山市南海区石门中学,广东省,Scratch,23,23,0,66.47826086956522,15,0.0,0.6521739130434783
佛山市顺德区大良实验小学,广东省,C++,350,342,8,70.71884057971015,243,0.022857142857142857,0.7105263157894737
佛山市顺德区大良实验小学,广东省,Python,18,16,2,54.23529411764706,8,0.1111111111111111,0.5
佛山市顺德区大良实验小学,广东省,Scratch,37,36,1,68.64864864864865,28,0.02702702702702703,0.7777777777777778
佛山市顺德区拔萃实验学校,广东省,C++,1098,1043,55,64.45837187789084,648,0.05009107468123861,0.6212847555129435
佛山市顺德区拔萃实验学校,广东省,Python,46,45,1,51.93333333333333,17,0.021739130434782608,0.37777777777777777
佛山市顺德区拔萃实验学校,广东省,Scratch,123,122,1,63.39837398373984,68,0.008130081300813009,0.5573770491803278
保定市第一中学分校,北京市,C++,10,8,2,58.5,6,0.2,0.75
保定市第一中学分校,河北省,C++,218,216,2,54.846330275229356,92,0.009174311926605505,0.42592592592592593
保定市第一中学分校,河北省,Python,24,24,0,56.541666666666664,10,0.0,0.4166666666666667
保定市第一中学分校,河北省,Scratch,38,37,1,78.48648648648648,30,0.02631578947368421,0.8108108108108109
信阳师范学院计算机与信息技术学院,河南省,C++,76,74,2,55.04,33,0.02631578947368421,0.44594594594594594
信阳师范学院计算机与信息技术学院,河南省,Python,1,1,0,94.0,1,0.0,1.0
信阳师范学院计算机与信息技术学院,河南省,Scratch,162,161,1,59.33540372670807,87,0.006172839506172839,0.5403726708074534
兰州树人中学,甘肃省,C++,213,192,21,59.577669902912625,108,0.09859154929577464,0.5625
兰州树人中学,甘肃省,Python,3,3,0,60.5,2,0.0,0.6666666666666666
兰州树人中学,甘肃省,Scratch,11,9,2,44.0,4,0.18181818181818182,0.4444444444444444
兰州树人中学,青海省,C++,10,10,0,51.3,4,0.0,0.4
内江师范学院,四川省,C++,19,18,1,65.5,13,0.05263157894736842,0.7222222222222222
内江师范学院,四川省,Python,1,0,1,,0,1.0,
内江师范学院,四川省,Scratch,29,29,0,69.06896551724138,21,0.0,0.7241379310344828
包头市第九中学,内蒙古自治区,C++,22,19,3,51.65909090909091,8,0.13636363636363635,0.42105263157894735
包头市第九中学,内蒙古自治区,Python,1,1,0,47.0,0,0.0,0.0
包头市第九中学,内蒙古自治区,Scratch,2,2,0,49.0,0,0.0,0.0
北京交通大学,内蒙古自治区,Python,1,1,0,42.0,0,0.0,0.0
北京交通大学,北京市,C++,1794,1685,109,58.67549295774648,896,0.06075808249721293,0.5317507418397626
北京交通大学,北京市,Python,41,38,3,48.0609756097561,16,0.07317073170731707,0.42105263157894735
北京交通大学,北京市,Scratch,118,113,5,61.62608695652174,64,0.0423728813559322,0.5663716814159292
北京交通大学,天津市,C++,4,4,0,47.0,1,0.0,0.25
北京交通大学,天津市,Scratch,1,1,0,49.0,0,0.0,0.0
北京交通大学,河北省,C++,14,14,0,43.535714285714285,3,0.0,0.21428571428571427
北京交通大学,河北省,Python,1,1,0,26.0,0,0.0,0.0
北京交通大学,河北省,Scratch,4,4,0,53.5,2,0.0,0.5
北京信息科技大学,内蒙古自治区,C++,3,3,0,50.5,1,0.0,0.3333333333333333
北京信息科技大学,北京市,C++,1515,1414,101,57.060866574965615,703,0.06666666666666667,0.4971711456859972
北京信息科技大学,北京市,Python,49,46,3,44.09375,12,0.061224489795918366,0.2608695652173913
北京信息科技大学,北京市,Scratch,52,50,2,56.64705882352941,22,0.038461538461538464,0.44
北京信息科技大学,天津市,C++,2,2,0,67.25,1,0.0,0.5
北京信息科技大学,天津市,Scratch,1,1,0,66.0,1,0.0,1.0
北京信息科技大学,河北省,C++,6,5,1,69.9,4,0.16666666666666666,0.8
北京信息科技大学,河北省,Scratch,1,1,0,92.0,1,0.0,1.0
北京外国语大学附属外国语学校,北京市,C++,210,200,10,64.69660194174757,129,0.047619047619047616,0.645
北京外国语大学附属外国语学校,北京市,Python,7,7,0,43.357142857142854,2,0.0,0.2857142857142857
北京外国语大学附属外国语学校,北京市,Scratch,23,21,2,55.56521739130435,11,0.08695652173913043,0.5238095238095238
北京工业大学,内蒙古自治区,C++,2,2,0,47.0,1,0.0,0.5
北京工业大学,内蒙古自治区,Python,3,3,0,47.666666666666664,1,0.0,0.3333333333333333
北京工业大学,内蒙古自治区,Scratch,1,1,0,12.0,0,0.0,0.0
北京工业大学,北京市,C++,2365,2361,4,60.511416490486255,1331,0.0016913319238900633,0.563744176196527
北京工业大学,北京市,Python,94,94,0,44.67553191489362,31,0.0,0.32978723404255317
北京工业大学,北京市,Scratch,216,205,11,52.574074074074076,86,0.05092592592592592,0.4195121951219512
北京工业大学,四川省,C++,1,1,0,43.0,0,0.0,0.0
北京工业大学,天津市,C++,11,11,0,52.0,5,0.0,0.45454545454545453
北京工业大学,天津市,Python,1,1,0,82.0,1,0.0,1.0
北京工业大学,天津市,Scratch,1,1,0,23.0,0,0.0,0.0
北京工业大学,河北省,C++,47,47,0,51.180851063829785,17,0.0,0.3617021276595745
北京工业大学,河北省,Python,4,4,0,31.75,0,0.0,0.0
北京工业大学,河北省,Scratch,3,3,0,78.0,3,0.0,1.0
北京工商大学(良乡校区),北京市,C++,165,163,2,62.4079754601227,94,0.012121212121212121,0.5766871165644172
北京工商大学(良乡校区),北京市,Python,4,4,0,48.375,1,0.0,0.25
北京工商大学(良乡校区),北京市,Scratch,9,9,0,68.88888888888889,7,0.0,0.7777777777777778
北京工商大学(良乡校区),河北省,C++,2,2,0,28.25,0,0.0,0.0
北京市八一学校（彩合坊校区）,北京市,C++,258,250,8,67.76937984496124,169,0.031007751937984496,0.676
北京市八一学校（彩合坊校区）,北京市,Python,6,6,0,72.08333333333333,4,0.0,0.6666666666666666
北京市八一学校（彩合坊校区）,北京市,Scratch,25,23,2,68.08695652173913,18,0.08,0.782608695652174
北京市八一学校（彩合坊校区）,河北省,C++,1,1,0,84.0,1,0.0,1.0
北京市八一学校（彩合坊校区）,河北省,Scratch,1,1,0,60.0,1,0.0,1.0
北京市昌平区第二中学（政府街校区）,北京市,C++,820,808,12,60.291921664626685,449,0.014634146341463415,0.5556930693069307
北京市昌平区第二中学（政府街校区）,北京市,Python,37,36,1,44.28378378378378,10,0.02702702702702703,0.2777777777777778
北京市昌平区第二中学（政府街校区）,北京市,Scratch,65,62,3,60.95238095238095,38,0.046153846153846156,0.6129032258064516
北京市昌平区第二中学（政府街校区）,天津市,C++,5,5,0,58.9,2,0.0,0.4
北京市第八十中学,内蒙古自治区,C++,2,2,0,68.5,1,0.0,0.5
北京市第八十中学,北京市,C++,585,535,50,58.83599290780142,303,0.08547008547008547,0.5663551401869159
北京市第八十中学,北京市,Python,10,8,2,41.55,4,0.2,0.5
北京市第八十中学,北京市,Scratch,40,37,3,66.25641025641026,29,0.075,0.7837837837837838
北京市第八十中学,天津市,C++,1,1,0,72.0,1,0.0,1.0
北京市第八十中学,河北省,C++,8,8,0,52.0,2,0.0,0.25
北京市第八十中学,河北省,Scratch,1,1,0,57.0,0,0.0,0.0
北京市第八十中学,福建省,C++,1,1,0,86.0,1,0.0,1.0
北京市第十八中学,北京市,Scratch,1,1,0,96.0,1,0.0,1.0
北京师范大学,北京市,C++,578,559,19,62.3499127399651,332,0.0328719723183391,0.59391771019678
北京师范大学,北京市,Python,4,4,0,71.375,3,0.0,0.75
北京师范大学,北京市,Scratch,38,36,2,56.21052631578947,20,0.05263157894736842,0.5555555555555556
北京师范大学,河北省,C++,3,3,0,65.16666666666667,2,0.0,0.6666666666666666
北京师范大学天津生态城附属学校,北京市,C++,10,9,1,70.33333333333333,6,0.1,0.6666666666666666
北京师范大学天津生态城附属学校,北京市,Python,1,1,0,53.0,0,0.0,0.0
北京师范大学天津生态城附属学校,天津市,C++,218,213,5,60.26525821596244,114,0.022935779816513763,0.5352112676056338
北京师范大学天津生态城附属学校,天津市,Python,54,52,2,59.37735849056604,28,0.037037037037037035,0.5384615384615384
北京师范大学天津生态城附属学校,天津市,Scratch,110,109,1,59.654545454545456,56,0.00909090909090909,0.5137614678899083
北京师范大学天津生态城附属学校,河北省,C++,7,7,0,67.14285714285714,4,0.0,0.5714285714285714
北京师范大学天津生态城附属学校,香港特别行政区,C++,1,1,0,47.5,0,0.0,0.0
北京师范大学贵阳附属中学（高中部）,贵州省,C++,110,106,4,68.82272727272728,73,0.03636363636363636,0.6886792452830188
北京师范大学贵阳附属中学（高中部）,贵州省,Python,2,1,1,11.0,0,0.5,0.0
北京师范大学贵阳附属中学（高中部）,贵州省,Scratch,1,1,0,56.0,0,0.0,0.0
北京新东方扬州外国语学校,江苏省,C++,423,409,14,65.38755980861244,264,0.03309692671394799,0.6454767726161369
北京新东方扬州外国语学校,江苏省,Python,35,33,2,44.23529411764706,9,0.05714285714285714,0.2727272727272727
北京新东方扬州外国语学校,江苏省,Scratch,18,18,0,72.66666666666667,14,0.0,0.7777777777777778
北京新东方扬州外国语学校,重庆市,C++,1,1,0,84.0,1,0.0,1.0
北京海淀凯文学校,北京市,C++,108,102,6,64.43055555555556,64,0.05555555555555555,0.6274509803921569
北京海淀凯文学校,北京市,Python,5,5,0,48.8,2,0.0,0.4
北京海淀凯文学校,北京市,Scratch,5,5,0,53.2,2,0.0,0.4
北京海淀凯文学校,河北省,C++,2,2,0,92.0,2,0.0,1.0
北京爱思创大华分校（原理想分校）,北京市,Scratch,1,1,0,75.0,1,0.0,1.0
北京物资学院,北京市,C++,267,251,16,58.23062015503876,129,0.0599250936329588,0.5139442231075697
北京物资学院,北京市,Python,6,6,0,60.0,3,0.0,0.5
北京物资学院,北京市,Scratch,18,18,0,56.77777777777778,9,0.0,0.5
北京物资学院,天津市,C++,3,3,0,20.666666666666668,0,0.0,0.0
北京物资学院,河北省,C++,5,5,0,67.7,3,0.0,0.6
北京经济管理职业学院,北京市,C++,1067,1067,0,55.70618556701031,524,0.0,0.49109653233364575
北京经济管理职业学院,北京市,Python,18,18,0,58.361111111111114,10,0.0,0.5555555555555556
北京经济管理职业学院,北京市,Scratch,35,32,3,66.71428571428571,24,0.08571428571428572,0.75
北京经济管理职业学院,天津市,C++,1,1,0,42.5,0,0.0,0.0
北京经济管理职业学院,河北省,C++,13,13,0,59.53846153846154,8,0.0,0.6153846153846154
北京经济管理职业学院,河北省,Python,2,2,0,74.75,1,0.0,0.5
北京经济管理职业学院,河北省,Scratch,1,1,0,29.0,0,0.0,0.0
北京邮电大学（西土城）,内蒙古自治区,Python,2,1,1,42.0,1,0.5,1.0
北京邮电大学（西土城）,北京市,C++,459,434,25,61.76797385620915,264,0.054466230936819175,0.6082949308755761
北京邮电大学（西土城）,北京市,Python,8,6,2,39.75,2,0.25,0.3333333333333333
北京邮电大学（西土城）,北京市,Scratch,37,36,1,58.054054054054056,22,0.02702702702702703,0.6111111111111112
北京邮电大学（西土城）,河北省,C++,2,2,0,61.0,1,0.0,0.5
华东交通大学,江西省,C++,557,537,20,64.83697632058288,333,0.03590664272890485,0.6201117318435754
华东交通大学,江西省,Python,40,39,1,44.425,15,0.025,0.38461538461538464
华东交通大学,江西省,Scratch,56,56,0,69.80357142857143,42,0.0,0.75
华东师大二附中闵行紫竹分校,上海市,C++,1442,1363,79,62.308968926553675,826,0.054785020804438284,0.6060161408657373
华东师大二附中闵行紫竹分校,上海市,Python,75,68,7,53.63333333333333,34,0.09333333333333334,0.5
华东师大二附中闵行紫竹分校,上海市,Scratch,84,81,3,58.916666666666664,45,0.03571428571428571,0.5555555555555556
华东师大二附中闵行紫竹分校,江苏省,C++,4,4,0,40.5,1,0.0,0.25
华东师大二附中闵行紫竹分校,浙江省,C++,2,2,0,61.25,1,0.0,0.5
华东师大二附中闵行紫竹分校,福建省,Scratch,1,0,1,0.0,0,1.0,
华东师范大学软件工程学院,上海市,C++,762,728,34,64.37401055408971,451,0.04461942257217848,0.6195054945054945
华东师范大学软件工程学院,上海市,Python,44,42,2,49.36363636363637,17,0.045454545454545456,0.40476190476190477
华东师范大学软件工程学院,上海市,Scratch,77,71,6,59.18666666666667,42,0.07792207792207792,0.5915492957746479
华东师范大学软件工程学院,江苏省,C++,5,5,0,70.4,4,0.0,0.8
单县第一中学,山东省,C++,240,239,1,62.39748953974895,136,0.004166666666666667,0.5690376569037657
单县第一中学,山东省,Python,1,1,0,38.0,0,0.0,0.0
单县第一中学,山东省,Scratch,1,1,0,46.0,0,0.0,0.0
单县第一中学,河南省,C++,10,10,0,63.55,6,0.0,0.6
南京外国语学校（北京东路校区）,上海市,C++,1,1,0,94.0,1,0.0,1.0
南京外国语学校（北京东路校区）,北京市,C++,1,0,1,0.0,0,1.0,
南京外国语学校（北京东路校区）,安徽省,C++,10,10,0,66.75,7,0.0,0.7
南京外国语学校（北京东路校区）,山东省,C++,6,6,0,96.0,6,0.0,1.0
南京外国语学校（北京东路校区）,江苏省,C++,1132,1112,20,60.414959928762244,599,0.0176678445229682,0.5386690647482014
南京外国语学校（北京东路校区）,江苏省,Python,180,178,2,58.68888888888889,88,0.011111111111111112,0.4943820224719101
南京外国语学校（北京东路校区）,江苏省,Scratch,85,79,6,63.226190476190474,49,0.07058823529411765,0.620253164556962
南京师范大学附属中学新城初级中学怡康街分校,江苏省,C++,82,78,4,59.798780487804876,43,0.04878048780487805,0.5512820512820513
南京师范大学附属中学新城初级中学怡康街分校,江苏省,Python,10,9,1,62.55,7,0.1,0.7777777777777778
南京师范大学附属中学新城初级中学怡康街分校,江苏省,Scratch,4,3,1,32.5,1,0.25,0.3333333333333333
南京开放大学,江苏省,C++,48,48,0,48.34375,14,0.0,0.2916666666666667
南京开放大学,江苏省,Python,10,9,1,45.75,3,0.1,0.3333333333333333
南京开放大学,江苏省,Scratch,9,9,0,58.111111111111114,4,0.0,0.4444444444444444
南京理工大学,安徽省,C++,3,3,0,69.16666666666667,2,0.0,0.6666666666666666
南京理工大学,山东省,C++,1,1,0,96.0,1,0.0,1.0
